Column1;listing.city;listing.neighborhood;p3_summary_title;description_locale;listing.extra_host_languages;listing.star_rating 
2885;paris;I Arrondissement;SALE! Parisian Perfection for Two;en;['en'];50
2886;paris;XI Arrondissement;6 bedrooms Apartment + Studio - Paris Centre;en;['en'];
2887;paris;VII Arrondissement;Saint-Germain Luxury Three Bedroom;en;[];50
2888;paris;Saint-Germain-des-Prés - Odéon;Luxury Duplex, Stunning View Seine & Monuments;en;[];
2889;paris;Passy;300M2 LEGENDARY 3BR PENTHOUSE W/ EIFFEL TOWER VIEW;en;[];45
2890;paris;Champs-Elysées;Amazing and  luxurious apartment- private garden;fr;['en'];
2891;paris;II Arrondissement;REAUMUR 3;en;['en', 'es', 'zh'];45
2892;paris;X Arrondissement;Appartement avec Terrasse;fr;[];
2893;paris;Champs-Elysées;Chambre familiale (max. 4 personnes) avec PDJ, WIFI et SDB privée, proche Tour Eiffel;en;['de', 'en', 'es', 'hi', 'it', 'pt'];
2894;paris;Louvre - Tuileries;NEW - Haute Culture - Sublime appartement;en;['de', 'en', 'es', 'ru', 'he'];
2895;paris;VI Arrondissement;Luxury 3 Bedroom apartment;en;[];45
2896;paris;VII Arrondissement;Magnificent apartment in the heart of Paris;en;['en', 'es'];
2897;paris;Châtelet - Les Halles - Beaubourg;Le Marais- the most characterful areas of Paris !;en;[];
2898;paris;VIII Arrondissement;Family & Private two bedrooms;en;[];
2899;paris;VIII Arrondissement;130m2 of Luxe parisien Contemporain;fr;['en', 'es'];
2900;paris;Palais Royal;Luxury family suite - 3-4 per. - 5 min from Louvre;en;['en', 'es', 'it', 'ru'];
2901;paris;XII Arrondissement;Big ben, 3BR/2BA, 6 people;en;['da', 'en', 'es', 'nl', 'no', 'pt'];
2902;paris;XII Arrondissement;Big ben, 3BR/2BA, 6 people;en;['en', 'es'];
2903;paris;XVI Arrondissement;Spacious 3 Bedroom Flat near Arc de Triomphe;en;['en', 'tl'];
2904;paris;XII Arrondissement;Big ben, 3BR/2BA, 6 people;en;['da', 'de', 'en', 'es', 'nl', 'pt'];
2905;paris;IX Arrondissement;Family Holidays;en;['es', 'pt'];
2906;paris;Champs-Elysées;Your home with Fantastic view on Arc de Triomphe.;en;[];50
2907;paris;XV Arrondissement;Espace de coworking Paris 15;fr;[];
2908;paris;III Arrondissement;MARAIS EXTRAVAGANZA 3BR 180 SQM TERRACE APARTMENT;en;['en'];
2909;paris;III Arrondissement;Professional Fashion #Showroom #Events;en;['en', 'es'];
2910;paris;VIII Arrondissement;THE FRENCH CAPITAL LANDMARK-ARC DE TRIOMPHE;en;[];
2911;paris;Saint-Germain-des-Prés - Odéon;SALE! Oh-la-la Luxury for Real Romantics!;en;['en'];
2912;paris;Champs-Elysées;160M2 LUXURY OASIS SOAKED IN COMFORT-AVE ROOSEVELT;en;[];
2913;paris;Père Lachaise - Ménilmontant;NEW Shooting - Loft Paris centre;fr;[];
2914;paris;Champs-Elysées;Townhouse in 16th, 3 Floors;en;['en', 'es', 'it', 'pt', 'ar'];50
2915;paris;Quartier Latin;ÎLE Saint Louis;en;[];50
2916;paris;IV Arrondissement;MARAIS LUXE RESIDENCE-RUE DU RIVOLI;en;[];
2917;paris;VIII Arrondissement;CHAMPS ELYSEES/SAINT HONORE- 108 m² 2BR;en;[];
2918;paris;Palais Royal;Louvre / Palais Royal Luxury Three Bedroom Duplex;fr;[];50
2919;paris;Saint-Germain-des-Prés - Odéon;SALE! Amazing Penthouse in City Center w/Balcony;en;['en'];50
2920;paris;Commerce - Dupleix;Quai de Grenelle II by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
2921;paris;VII Arrondissement;SALE! Elegant 3Bed with Spectacular Eiffel Views;en;['en'];45
2922;paris;VI Arrondissement;Gorgeous, sunny St Germain featured in AD Spain;en;['en'];50
2923;paris;XVI Arrondissement;235m2 Luxurious apartment TROCADERO;fr;[];50
2924;paris;VII Arrondissement;SALE! Stunning 2Br w/Balcony & OMG Eiffel View;en;['en'];
2925;paris;Saint-Lazare;Superb duplex overlooking a trees square;en;['en'];50
2926;paris;I Arrondissement;SALE! Deluxe Penthouse w/Balcony Heart of Paris;en;['en'];
2927;paris;Invalides - Ecole Militaire;NEXT TO ST GERMAIN,SEINE&LOUVRE! HEART OF PARIS;en;['en'];
2928;paris;Gare du Nord - Gare de I'Est;Cosy Parisian studio & Futon Bed;en;['en', 'es'];45
2929;paris;VI Arrondissement;3 bedroom house- garden Luxembourg;en;['en'];
2930;paris;V Arrondissement;Luxurous apartment at Luxembourg;en;['en', 'it'];50
2931;paris;Batignolles;Design apartment in 17th for events for 15 persons;en;['en', 'es', 'ja'];
2932;paris;Passy;Prestigieux Appartement Parisien;fr;[];50
2933;paris;Passy;(225m)Lux Penthouse w AMAZING view on EIFFEL TOWER;en;[];50
2934;paris;Saint-Germain-des-Prés - Odéon;St-Germain/Louvre - Mansion of the 1600's;en;[];50
2935;paris;XVI Arrondissement;10 BR Luxury House Paris Versailles for 29 guests;en;['en'];50
2936;paris;VII Arrondissement;[150m2] Eiffel Exclusive Penthouse;en;['en', 'es', 'pt', 'zh'];45
2937;paris;XVII Arrondissement;*ROYAL PALACE*APT*PARIS*CHAMPS-ELYSEES *4Bd*8 /10;fr;[];45
2938;paris;Quartier Latin;Paris-sur-Seine-chez-caroline Seine-view Central;en;['en'];50
2939;paris;Champs-Elysées;Georgeous Space Champs-Elysees ★ Arc de Triomphe;en;['en'];45
2940;paris;VII Arrondissement;Mega Rich Penthouse;en;['en', 'es', 'pt', 'zh'];
2941;paris;Tour Eiffel - Champ de Mars;[120m2]Grand Residence Eiffel Tower;en;['en', 'es', 'pt', 'zh'];45
2942;paris;Bastille;Standing Appartement Paris;fr;[];
2943;paris;VII Arrondissement;[120m²] Grand Residence Eiffel Tower;fr;['en', 'pt'];
2944;paris;Saint-Germain-des-Prés - Odéon;3BR/3BA StGermain Penthouse Terrace View AC!!!;en;['en', 'es'];50
2945;paris;XVII Arrondissement;Rue de l'Arc de Triomphe by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
2946;paris;XVI Arrondissement;Superb 4 BR for 8 with beautiful balcony, Veeve;en;['en', 'es', 'it', 'hu', 'pt', 'sv', 'ru', 'uk', 'ar', 'zh'];
2947;paris;Gare du Nord - Gare de I'Est;Luxueux duplex;fr;[];
2948;paris;XVI Arrondissement;Panoramic Eiffel Tower;fr;['en', 'ar'];
2949;paris;Tour Eiffel - Champ de Mars;SALE!  Fall in Love with the Views!;en;['en'];
2950;paris;Le Marais;THE FASHION QUARTIER OF PARIS-LE MARAIS;en;[];
2951;paris;Port-Royal;Tout un étage à louer près du Jardin du Luxembourg;fr;['en', 'es'];35
2952;paris;Invalides - Ecole Militaire;83SQM 3 BEDROOM WITH EIFFEL VIEWS;en;[];
2953;paris;VIII Arrondissement;Glamorous Apt Champs-Elysees ★ Arc de Triomphe;en;['en'];
2954;paris;I Arrondissement;MINUTES TO THE LOUVRE/POMPIDOU/LES HALLES;en;[];
2955;paris;Quartier Latin;RARE!Paris 4th CITE ISLAND Notre Dame-SUPERB VIEWS;en;['en'];
2956;paris;VI Arrondissement;PERFECTLY LOCATED 3BR-RUE DE RENNES/SAINT SULPICE;en;[];
2957;paris;IX Arrondissement;OPERA MONTMARTRE MOULIN ROUGE-190 m2 FAMILY HOME;en;[];
2958;paris;Saint-Germain-des-Prés - Odéon;VIBRANT 3BR/3BATH ON RUE DE VAUGIRARD;en;[];
2959;paris;II Arrondissement;LOURVE/PALAIS ROYAL/POMPIDOU CENTRE-100SQM 3BR APT;en;[];
2960;paris;Champs-Elysées;Luxury One Bedroom Avenue Montaigne Plaza Athénée;en;['en', 'es', 'it'];
2961;paris;Passy;Maison proche de la Tour Eiffel;fr;[];50
2962;paris;XVI Arrondissement;Champs Elysées Brand New Flat;en;[];
2963;paris;Bastille;Parisian home - 6 bedrooms - Central Paris;en;['en'];50
2964;paris;III Arrondissement;In Paris' Marais District in an Historic Palace, Artfully Restored 4 Bedroom, 3 Bathroom Apartment;en;['en', 'it'];50
2965;paris;IX Arrondissement;Chic & Spacious 4BR *Saint-Lazare *Balcony;en;['en', 'es', 'it', 'zh', 'ja'];50
2966;paris;I Arrondissement;Champs Elysees - Tuileries;en;['en'];45
2967;paris;Ternes;Rue de Courcelles IV;en;['en', 'es', 'it', 'pt'];
2968;paris;Saint-Germain-des-Prés - Odéon;PERFECT 3BR NEAR TO ST GERMAIN/LUXEMBOURG GARDEN;en;[];
2969;paris;IX Arrondissement;409024 - appartement 10 pers Plein cœur de Paris;en;['en', 'es', 'pt'];
2970;paris;Tour Eiffel - Champ de Mars;SALE! Experience Parisian Living with Eiffel Views;en;['en'];
2971;paris;Champs-Elysées;La vie en rose ! Amazing Terrace with Eiffel view;en;[];
2972;paris;Port-Royal;Magnificent Loft Apartment in the Latin Quarter;en;[];50
2973;paris;I Arrondissement;Luxurious 4 Bedroom, 3.5 Baths Louvre Apartment;en;['en', 'es'];45
2974;paris;Passy;Appartement luxueux Avenue Foch;en;['en'];50
2975;paris;VI Arrondissement;LUXURY DESIGN PANORAMIC VIEW ST MICHEL-NOTRE DAME;en;['en', 'es', 'he'];50
2976;paris;XVI Arrondissement;Groupe 2-6 personnes Champs-Elysées Tour Eiffel;fr;['de', 'en', 'es', 'it', 'ru'];
2977;paris;Passy;Rue Copernic II by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
2978;paris;Passy;Avenue Foch - fully remodeled great apartment;en;['en'];50
2979;paris;I Arrondissement;POMPIDOU CENTRE&MINUTES TO LOUVRE-FASHION WEEK!;en;[];
2980;paris;Saint-Michel;125M2 DUPLEX MAGICAL NOTREDAME VIEW/PVT TERRACE/AC;en;[];
2981;paris;Passy;Champs Elysées 8 guests w/Terrace;fr;['en', 'ar'];45
2982;paris;VIII Arrondissement;TOP LUXURY-135m2  CHAMPS ELYSEES LUXE RESIDENCE;en;[];
2983;paris;VIII Arrondissement;LUXURY LOCATION & STYLE~ CHAMPS-ELYSEES;en;['en'];
2984;paris;Tour Eiffel - Champ de Mars;SALE! Incredibly Romantic w/Balcony & Eiffel View;en;['en'];
2985;paris;VIII Arrondissement;Location Paris 8ème, Champs-Elysée, Montaigne;fr;[];
2986;paris;VII Arrondissement;SALE! Sunny & Sublime with Eiffel Views!;en;['en'];
2987;paris;Châtelet - Les Halles - Beaubourg;Lovely apartment in the very heart of Paris;en;[];
2988;paris;Monceau;Luxury  Parisian 270 m2  - Champs Elysées;en;['en'];
2989;paris;Champs-Elysées;A Plazza Athénée Rooftop up to 9 guests;en;['en', 'ar'];50
2990;paris;XI Arrondissement;ARTY FOR EVENTS;en;[];
2991;paris;VIII Arrondissement;*PARIS*LUXURIOUS APT*CHAMPS ELYSEES*4BDR*6/12P*;fr;[];
2992;paris;III Arrondissement;4 bedrooms - 180m2 - Marais - 8 p;en;['en'];50
2993;paris;XI Arrondissement;ARTY FOR EVENTS;en;['en', 'es', 'ja'];
2994;paris;VII Arrondissement;SALE! Luxury 3-bed with Huge Terrace and OMG Views;en;['en'];
2995;paris;Saint-Germain-des-Prés - Odéon;Total Luxury in St-Germain, Air Conditioning, Steam Room;en;['de', 'en', 'es', 'it', 'pt'];50
2996;paris;VI Arrondissement;Sublime Duplex 145m² at Saint Germain des Prés;en;[];45
2997;paris;XV Arrondissement;Stunning home with pool, gym and roof terrace;en;['en', 'es', 'it', 'pt', 'ru', 'uk', 'he', 'ar', 'zh', 'ja'];
2998;paris;XVI Arrondissement;Luxury 3 bedroom Apartment in Paris;en;['en'];50
2999;paris;XVI Arrondissement;❤ Luxurious & INCREDIBLE 240m2 in the ❤ of PARIS;en;['de', 'en', 'es'];50
3000;paris;VIII Arrondissement;Classic & Beautiful 3BR *Champs-Élysées *8 Guests;en;['en'];50
3001;paris;XI Arrondissement;House in Paris near Bastille;en;['en', 'es'];50
3002;paris;VIII Arrondissement;250M2 LEGENDARY DESIGNER 4BR FLAT IN GOLD TRIANGLE;en;[];50
3003;paris;XVI Arrondissement;Apartment Eiffel Tower 240 M² Luxury Haussmann;en;[];45
3004;paris;VIII Arrondissement;Magnifique Appartement George V;cs;[];50
3005;paris;XVI Arrondissement;350M2 LUX. 4BR TRIPLEX MANSION NEXT TRIUMPH ARCH;en;[];50
3006;paris;Champs-Elysées;Stunning 3BR by the Champs-Elysees *Sleeps 8;en;['en'];
3007;paris;Gare du Nord - Gare de I'Est;Rue de Chantilly;en;['en', 'es', 'it', 'pt'];
3008;paris;X Arrondissement;Ensemble de 3 ateliers d'artiste - 17 personnes;fr;[];
3009;paris;VIII Arrondissement;160SQM RARE 3BR/3BATH -AVE DES CHAMPS ELYSEES;en;['en'];
3010;paris;Champs-Elysées;ICONIC LUXURY~3BR/3BATH &BALCONY IN CHAMPS ELYSEES;en;[];
3011;paris;IV Arrondissement;RUE DU TEMPLE~135M2 3BR ~SLEEPS 10;en;[];
3012;paris;Opéra - Grands Boulevards;170sqm MASSIVE FAMILY DUPLEX-MONTROGUEIL/MARAIS,;en;['en'];
3013;paris;VII Arrondissement;SALE! Stunning 2Br w/Balcony & Eiffel View;en;['en'];
3014;paris;Champs-Elysées;A - Champs Elysées Avenue Montaigne;en;['en', 'ar'];45
3015;paris;II Arrondissement;502254 - PENTHOUSE WITH TERRASSE;en;['en', 'es', 'pt'];40
3016;paris;XIV Arrondissement;The ultimate luxury in Paris;en;['en'];45
3017;paris;Palais Royal;PALAIS ROYAL/MADELEINE SQUARE/PLACE VENDOME-LOUVRE;en;[];
3018;paris;République;PERFECT LOFT IN PARIS;fr;['en'];50
3019;paris;VI Arrondissement;Sumptuous apartment, St Germain des Près-Invalides;fr;[];50
3020;paris;Champs-Elysées;Le Damantin Hotel & SPA;fr;[];
3021;paris;XV Arrondissement;(200m2)Superb apt, view EiffelTower;fr;[];40
3022;paris;Madeleine - Vendôme;Suite Executive;en;[];
3023;paris;Saint-Germain-des-Prés - Odéon;Celine;en;['en'];
3024;paris;III Arrondissement;SOAK THE PARISIAN CHARM IN UPPER MARAIS-160m² 3BR;en;['en'];
3025;paris;Opéra - Grands Boulevards;PARIS CENTER - OPERA / 5 br - 5 ba / Lift / NEW;fr;['en', 'es', 'zh'];
3026;paris;II Arrondissement;9-Suite MARY-KIMBERLEY, Huge 6BDR Flat in Paris;fr;['en'];
3027;paris;XVIII Arrondissement;Le Loft d'OZ- Au pied de Montmatre;fr;[];50
3028;paris;VIII Arrondissement;Face au Palais de la Découverte;en;[];50
3029;paris;VI Arrondissement;Rue de l'Abbé Grégoire;en;['en', 'es', 'it', 'pt'];
3030;paris;Tour Eiffel - Champ de Mars;SALE!  Breathtaking Apartment w/ To-Die-For Views;en;['en'];
3031;paris;Tour Eiffel - Champ de Mars;SALE! Romance with Million Dollar Eiffel View!;en;['en'];50
3032;paris;Auteuil;Duplex d'exception avec superbe vue et terrasses;fr;[];
3033;paris;VI Arrondissement;Sublime Appartement 175 m² Saint Germain Des Prés;fr;[];50
3034;paris;Le Marais;Sparissimo, 6 BR / 4 BA, 12 people, 215 sq ft;en;['en', 'es'];45
3035;paris;Montmartre;Appartement à Montmartre;en;[];
3036;paris;Passy;5* LUXURY Includes Chauffeur-Walk to Eiffel Tower;en;[];50
3037;paris;Champs-Elysées;HI END LUXURY LIVING IN CHAMPS ELYSEES;en;[];
3038;paris;Opéra - Grands Boulevards;Rue Bergère II by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
3039;paris;XVI Arrondissement;Les Terrasses de la Tour Eiffel - Eiffel Terraces;en;[];50
3040;paris;Invalides - Ecole Militaire;Parisian Charm & Gourmet Delight;en;['en', 'ru'];50
3041;paris;Saint-Germain-des-Prés - Odéon;Apartment Saint-Germain-des-Pres;en;['en', 'pt'];40
3042;paris;Opéra - Grands Boulevards;Boulevard de Bonne Nouvelle III by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
3043;paris;Le Marais;Joan Miró Luxe In Paris Marais;en;['de', 'en', 'it'];50
3044;paris;VIII Arrondissement;★★★★★The Magic Airbnb ! ★★★★★;en;[];50
3045;paris;V Arrondissement;Maison exceptionnelle 350m2 avec jardin et piscine;fr;['en'];
3046;paris;XVI Arrondissement;Luxe Apartment V.HUGO brain new AC Pool Piano 4TV;en;['en'];50
3047;paris;Palais Royal;Modern Parisian apartment Jardin du Palais Royal;en;['en'];
3048;paris;XIV Arrondissement;Villa 350m² for EVENTS and STAYS - 14th district;en;[];
3049;paris;Monceau;Luxury Penthouse apt on Parc Monceau in 8th arr;en;[];50
3050;paris;Saint-Germain-des-Prés - Odéon;Gott. Appartement historique - Cœur de Paris;en;['de', 'en', 'es', 'ru', 'he'];50
3051;paris;Saint-Germain-des-Prés - Odéon;L'appart !;en;[];
3052;paris;XVI Arrondissement;400M2 ROYAL DUPLEX W/ EIFFEL TOWER VIEW: BEST AREA;en;['de', 'en', 'es'];50
3053;paris;Tour Eiffel - Champ de Mars;Avenue de la Bourdonnais III by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
3054;paris;VI Arrondissement;5BR/5BA StGermain Penthouse Terrace View AC!!!;en;['en', 'es'];50
3055;paris;Madeleine - Vendôme;Luxurious 220sqm apartment 5min Champs Elysées;en;['en'];
3056;paris;Bastille;Le show room-Loft de Bastille;fr;[];
3057;paris;XIX Arrondissement;A big house boat for rent in Paris;en;[];45
3058;paris;VI Arrondissement;very beautiful haussmann apartment;en;[];45
3059;paris;XVI Arrondissement;400M2 ROYAL PALACE W/ EIFFEL TOWER VIEW: BEST AREA;en;[];
3060;paris;XVIII Arrondissement;Plus à louer;fr;[];45
3061;paris;XVI Arrondissement;450M2 LUX 5 FLOORS VILLA WITH GARDEN: EIFFEL TOWER;en;['de', 'en', 'es'];
3062;paris;Saint-Lazare;Rue d'Amsterdam II by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
3063;paris;Alésia;An Oasis of Luxury in Paris;en;['en'];45
3064;paris;XIX Arrondissement;Flatshare large room july/august;en;[];
3065;paris;VII Arrondissement;Chambre communicante pour 4 personnes avec vue panoramique sur les Invalides;en;[];
3066;paris;Quartier Latin;Boulevard Saint-Germain House II by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
3067;paris;Saint-Germain-des-Prés - Odéon;Chambre Double Supérieure Cherche Midi;en;[];
3068;paris;VIII Arrondissement;Bel appartement hausmannien près des Champs-Élysées;fr;[];50
3069;paris;VI Arrondissement;Chambre double Saint Germain;en;[];
3070;paris;VII Arrondissement;Chambre de charme au coeur de Paris;en;[];
3071;paris;VI Arrondissement;Rue du Cherche-Midi VII;en;['en', 'es', 'it', 'pt'];
3072;paris;Saint-Germain-des-Prés - Odéon;Chambre Triple;en;[];
3073;paris;III Arrondissement;Your Penthouse  in the heart of Paris.;en;[];
3074;paris;VI Arrondissement;Chambre single;en;[];
3075;paris;Madeleine - Vendôme;Appartement design à  la Madeleine;fr;[];40
3076;paris;Buttes-Chaumont - Belleville;Appartement avec terrasse au cœur de la verdure;fr;[];50
3077;paris;Invalides - Ecole Militaire;Rue de Bourgogne III;en;['en', 'es', 'it', 'pt'];
3078;paris;XVI Arrondissement;Avenue du Président Kennedy II;en;['en', 'es', 'it', 'pt'];
3079;paris;Pigalle - Saint-Georges;Between Opera and Montmartre cosy and calm Parisian double or twin rooms;en;['en'];
3080;paris;IX Arrondissement;Exclusive apt near the Opera - Service included;en;['en', 'it'];
3081;paris;XX Arrondissement;Supérieure Double;en;['en', 'es'];
3082;paris;Champs-Elysées;Paris - Triangle d'or;fr;[];
3083;paris;Tour Eiffel - Champ de Mars;Avenue Frédéric le Play by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
3084;paris;Quartier Latin;Boulevard Saint-Germain Townhouse by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
3085;paris;Saint-Lazare;Chambre Simple - Supérieure;en;['en', 'es', 'it'];
3086;paris;Saint-Lazare;Chambre Simple - Classique;en;['en', 'es', 'it'];
3087;berlin;Neukölln;Lovely Place to Stay in the heart of Berlin kreuzb;en;[];45
3088;berlin;Prenzlauer Berg;Berlin Room Oriental Style P'Berg;en;['en'];45
3089;berlin;Mitte;6-Bed mixed dorm ,Shared Bathroom 2;en;['en'];45
3090;berlin;Kreuzberg;In the middle of the action in Berlin;en;['en'];45
3091;berlin;Moabit;Small and central guestroom;en;[];45
3092;berlin;Schöneberg;Nähe KaDeWe & Kurfürstendamm;de;['id', 'en', 'es', 'fr'];45
3093;berlin;Prenzlauer Berg;Cocoon *;en;[];45
3094;berlin;Wedding;Modern, clean, private bath and close to transport;en;['en'];50
3095;berlin;Mitte;4-Bedroom mixed, Ensuite , TV No. 1;en;['en'];45
3096;berlin;Haselhorst;Big bright room in green area with tea & coffee;en;['en'];50
3097;berlin;Friedrichshain;1 Room in Simon Dach Kiez;de;[];40
3098;berlin;Wedding;cozy room;en;['en'];50
3099;berlin;Prenzlauer Berg;Boat Cabin;en;['en', 'fr'];50
3100;berlin;Fennpfuhl;Berlin Bohème in at the Landsberger Triangle;en;[];50
3101;berlin;Neukölln;Cozy sunny room in Neukölln/Kreuzberg;en;['en', 'fr'];45
3102;berlin;Charlottenburg;K2. / Tourist Room, Central City West;en;['en', 'es'];45
3103;berlin;Lichtenberg;City East perfectly located;en;[];50
3104;berlin;Moabit;Up and coming Moabit!;en;[];45
3105;berlin;Moabit;Room in central Berlin;en;['en', 'fr', 'ar'];45
3106;berlin;Kreuzberg;*NEW*, private Room, Bath and Bike, fast WI-FI;de;['en'];45
3107;berlin;Pankow;Zentrale Lage in Prenzlauerberg;de;['en'];
3108;berlin;Neukölln;die wohnung  ist pirvat;de;['en'];40
3109;berlin;Charlottenburg;Private Room in Central City West / 6;en;['en'];45
3110;berlin;Kreuzberg;Klein und auf Zeit Dein;de;[];50
3111;berlin;Pankow;Gemütliches Zimmer in Berlin;de;[];
3112;berlin;Friedrichshain;Room in Berlin  Friedrichshain;en;['en'];45
3113;berlin;Reinickendorf;Vintage living in the green heart of Berlin!;en;['en', 'fr', 'ru', 'he'];40
3114;berlin;Kreuzberg;Zentrales Zimmer zwischen Alex-und Potsdamer Platz;de;[];50
3115;berlin;Neukölln;Cozy room in the heart of Berlin (Neukölln);en;[];45
3116;berlin;Kreuzberg;Kleines, ruhiges Zimmer in Kreuzberg;de;['en'];50
3117;berlin;Friedrichshain;Barnimkiez Berlin  (Reg-Nr. 02/Z/AZ (Phone number hidden by Airbnb);de;[];50
3118;berlin;Friedrichshain;center, clean, bright and cosy;en;['en'];45
3119;berlin;Neukölln;Cozy, large room with conservatory;en;['en', 'ru'];50
3120;berlin;Wedding;Schönes Zimmer im Soldiner Kiez;de;[];50
3121;berlin;Pankow;Cozy stylish room in Prenzlberg;en;['en', 'it', 'pt'];50
3122;berlin;Wedding;Süßes&helles Zimmer in Berlin-Mitte (U-Bahn Nähe);de;[];50
3123;berlin;Wedding;My Shoji experiment;en;['en', 'hu', 'cs'];50
3124;berlin;Marzahn;Small Appartment 2 rooms;de;['en'];
3125;berlin;Kreuzberg;Cozy room in Kreuzberg;en;[];45
3126;berlin;Gropiusstadt;Nettes Zimmer, Top-Ausstattung, Klimagerät, legal;de;['en'];50
3127;berlin;Moabit;Berlin Moabit small Apartment;en;['en', 'es', 'pt'];45
3128;berlin;Neukölln;Zimmer im  grünen Neukölln;de;[];45
3129;berlin;Pankow;magical Alice from Wonderland room, close to Alex;en;['en'];50
3130;berlin;Neukölln;Two COZY rooms in spacious flat with CUTE kitten;de;[];50
3131;berlin;Charlottenburg;Private Room in Central City West / 1;en;['en'];45
3132;berlin;Friedrichshain;apt in the heart of Friedrichshain;en;[];
3133;berlin;Mitte;8-Bedroom mixed, Ensuite , TV No. 1;en;['en'];45
3134;berlin;Friedrichsfelde;Urban Living Berlin;en;[];
3135;berlin;Mitte;6-Bed mixed dorm ,Shared Bathroom 12;en;['en'];45
3136;berlin;Mitte;Berlin-Mitte: Modern design, breakfast & balcony!;en;['en', 'it'];50
3137;berlin;Charlottenburg;Central Tranquility;en;['en'];50
3138;berlin;Friedrichshain;BRIGHT & COZY room in a modern flat;en;['en', 'fr'];45
3139;berlin;Prenzlauer Berg;Maritime Room - Alex in 5 Min;en;['en'];45
3140;berlin;Prenzlauer Berg;ESCAPE THE ORDINARY - with private bathroom;en;['en'];50
3141;berlin;Prenzlauer Berg;Lounge Room –  Alex in 5 Min;en;['en'];45
3142;berlin;Friedrichshain;Room with balcony in the best Friedrichshain area;en;['en', 'es', 'it', 'el'];50
3143;berlin;Mitte;Calm Room - District Center;en;['en', 'es', 'fr'];50
3144;berlin;Mitte;STYLISH LOW COST • BERLIN• MITTE;en;['en', 'es'];45
3145;berlin;Mitte;Cosy Studio with balcony in Mitte;en;[];45
3146;berlin;Prenzlauer Berg;Cosy & Nice! Studio in Prenzlauer Berg;de;[];50
3147;berlin;Wedding;Jainaba Single Studio with private bathroom;en;['en', 'it', 'pt'];50
3148;berlin;Mitte;Central quiet cosy - private bathroom with shower;en;['en', 'fr', 'sv'];45
3149;berlin;Wedding;Lovely 2 bedroom flat with balcony;en;['en'];50
3150;berlin;Mitte;Super central,super quiet,close Rosenthaler Platz;de;[];50
3151;berlin;Schöneberg;Nice room in the center of berlin!;en;[];45
3152;berlin;Prenzlauer Berg;Direkt am Park und trotzdem Zentral;de;['en'];50
3153;berlin;Fennpfuhl;1-Bett-Zimmer - Bad+Küche gemeinsam;de;['en'];50
3154;berlin;Prenzlauer Berg;PalazoNour  im Prenzlauer Berg;en;['en', 'hu', 'nl'];45
3155;berlin;Prenzlauer Berg;bedroom with your own bath;en;['en'];50
3156;berlin;Kreuzberg;**Beautiful big peaceful room in Gräfekiez**;en;[];45
3157;berlin;Kreuzberg;rent a room in my apartment;de;[];50
3158;berlin;Prenzlauer Berg;Zimmer in Altbau am Helmholtz Platz;de;['en'];50
3159;berlin;Prenzlauer Berg;Design apartment in super location.;en;[];50
3160;berlin;Schöneberg;Calming Bright Room w/Queen Bed in Schöneberg;en;['en', 'fr'];50
3161;berlin;Moabit;Central location near metro trains bus city center;en;[];45
3162;berlin;Kreuzberg;Best city Location of Kreuzberg;en;['en'];50
3163;berlin;Kreuzberg;silent place in downtown;de;['en'];50
3164;berlin;Prenzlauer Berg;New designer flat in top location;en;[];50
3165;berlin;Charlottenburg;Comfortable Private Room Nr. 1;en;[];45
3166;berlin;Kreuzberg;Kreuzberg Room;en;['en', 'es', 'fr', 'ar'];45
3167;berlin;Prenzlauer Berg;Comfortable Room at Teutoburger Platz;en;['en', 'nl'];50
3168;berlin;Charlottenburg;Cozy, sunny room (high standard);en;['en', 'fr', 'it'];45
3169;berlin;Prenzlauer Berg;Quiet Room in the Heart of Berlin;en;['da', 'en'];50
3170;berlin;Tempelhof;Cozy 1-room apartment;en;[];50
3171;berlin;Neukölln;Cozy 20sq m room, for women only;en;[];50
3172;berlin;Kreuzberg;Beautiful cozy room in Gräfekiez!;en;[];50
3173;berlin;Neukölln;Lovely bedroom in Neukoelln =^.^= *eco power*;en;['en', 'fr', 'it'];50
3174;berlin;Prenzlauer Berg;Nice&Quite Room in Maisonette;en;['en', 'fr'];50
3175;berlin;Schöneberg;TopFloor central room+PRIVATE Bathr;en;['en', 'ru'];50
3176;berlin;Charlottenburg;Comfortable Private Room Nr. 2;en;[];45
3177;berlin;Moabit;Schöne Zimmer in der Nähe vom Hb;de;[];45
3178;berlin;Kreuzberg;FILMSALON;en;['en'];50
3179;berlin;Schöneberg;Nice room close to Winterfeldtplatz;en;['en'];50
3180;berlin;Neukölln;Balconyroom in Neukölln;en;['en'];50
3181;berlin;Wedding;clean calm cosy central apartment;en;['en', 'tr'];50
3182;berlin;Kreuzberg;Traumhaftes und ruhiges Loft in Kreuzberg;de;['en'];50
